dept,date,title,view
心理与认知科学学院,2020-02-08,疫情防控心理支持｜文创手绘系列⑨,72
心理与认知科学学院,2020-02-07,疫情防控心理支持｜文创手绘系列⑧,79
心理与认知科学学院,2020-02-06,疫情防控心理支持｜文创手绘系列⑦,81
心理与认知科学学院,2020-02-05,疫情防控心理支持｜文创手绘系列⑥,10
心理与认知科学学院,2020-02-04,媒体视点｜《新民晚报》：焦虑和害怕大多源于“无意义”想象 殊...,58
心理与认知科学学院,2020-02-04,疫情防控心理支持｜文创手绘系列 ⑤,367
心理与认知科学学院,2020-02-03,疫情防控心理支持｜文创手绘系列 ④,64
心理与认知科学学院,2020-02-02,疫情防控心理支持｜文创手绘系列 ③,82
心理与认知科学学院,2020-02-01,媒体视点｜ 防疫时刻送上一剂“心药” 华东师大心理专家变身“网...,111
心理与认知科学学院,2020-02-01,“新冠疫情心理援助”平台上线首日｜面向全社会服务，我们责无旁...,701
心理与认知科学学院,2020-01-17,喜报｜应用心理硕士教育中心学位论文获评优秀和实践基地获评示范,762
心理与认知科学学院,2020-01-14,心理与认知科学学院2020年迎新联欢会,109
心理与认知科学学院,2020-01-09,周晓林教授受聘华东师范大学心理与认知科学学院名誉院长,295
心理与认知科学学院,2020-01-03,喜报｜心理与认知科学学院在全国首届应用心理专业学位实践技能大...,150
教育学部,2020-03-30,教育学部300余名学子在线收看全球讲席教授赵勇讲授“教育研究的科学与哲学”课程,217
教育学部,2020-03-10,教育学部启动2020年春季学期在线教学,673
教育学部,2020-01-23,喜报|教育学部3位教师分别荣获2019年度华东师范大学研究生教育优秀导师奖、优秀教学奖,1466
教育学部,2020-01-03,喜报|教育学部2个专业入选首批国家级一流本科专业建设点,3840
经济与管理学部,2020-03-30,连线援鄂一线医生，共话心理健康工作 ——经管书院教工党支部召开...,78
经济与管理学部,2020-03-30,经管“云思政”：共抗疫情“云分享”，爱国力行“云教育”——经管...,127
经济与管理学部,2020-03-29,聚焦问题，关注就业，经管书院召开近期学生工作交流会,48
经济与管理学部,2020-03-27,学部行政党支部召开“‘战’疫有我，坚守岗位”专题组织生活会,59
经济与管理学部,2020-03-27,组织生活“线上过”，战“疫”知识“云学习”——经管书院本科生党...,197
经济与管理学部,2020-03-25,“智慧书院”助力“停课不停学”，经管书院推进学业“云”指导,194
经济与管理学部,2020-03-23,相聚云端，共话疫情防控与经济形势――经济与管理学部召开新学期...,75
经济与管理学部,2020-03-16,经济与管理学部两位学者名列其中，2019年人大复印报刊资料重要转...,224
经济与管理学部,2020-03-16,援助“疫”线，“云”招护航丨华东师大经管书院多举措助力就业,72
经济与管理学部,2020-03-16,全员集结，经管书院召开新学期学生工作“云会议”,10
经济与管理学部,2020-03-16,经管教授接力线上微课堂丨开讲抗疫期间的经济与管理学,109
经济与管理学部,2020-03-12,经济与管理学部召开2020年春季学期本科教学会议,99
经济与管理学部,2020-03-12,统计学院、统计交叉科学研究院召开2020年新学期教职工大会,126
经济与管理学部,2020-03-11,全员集结，经管书院召开新学期学生工作“云会议”,112
经济与管理学部,2020-03-10,“大学女教师的衣橱管理”：经济与管理学部庆祝“三八”妇女节活...,97
经济与管理学部,2020-03-07,医校“云”牵共话一线，党旗引领决胜疫情——经管学部联合中山医院...,81
经济与管理学部,2020-03-07,经管书院学生志愿者：战“疫”一线中的青春担当,105
经济与管理学部,2020-03-01,知行合一，经管书院党委开展“共抗疫情，为健康打卡”主题学习活...,260
经济与管理学部,2020-02-25,经济与管理学部两项成果获第十二届上海市决策咨询研究成果奖,128
经济与管理学部,2020-02-25,奋勇战“疫”，经管书院党员学子在行动,50
经济与管理学部,2020-01-14,获奖名单公布！第三届MBA案例开发大赛圆满落幕,198
经济与管理学部,2020-01-10,经济与管理学部举办离退休干部2020年元旦迎新茶话会,237
经济与管理学部,2020-01-10,华东师范大学2019届MPA毕业典礼暨学位授予仪式隆重举行,194
经济与管理学部,2020-01-08,经管书院再次荣获华东师范大学就业工作先进集体称号,128
经济与管理学部,2020-01-05,白驹载梦，驰骋远方！专业学位教育中心“华彩绽放，fun肆来嗨”2...,179
经济与管理学部,2020-01-01,“我有纸笔，你有故事吗?” ——经管书院岁末书信活动成功举办,299
软件工程学院,2020-01-27,倡议！软件工程学院：疫情防护，从我做起！,-1
软件工程学院,2020-01-18,上海控安入选全国2019年工业互联网试点示范项目,1365
软件工程学院,2020-01-10,开年之际，软件工程学院召开全院教职工大会,1206
软件工程学院,2020-01-10,软件工程学院举办BASICS新年研讨会,1257
软件工程学院,2020-01-03,软件工程专业入选首批国家级一流本科专业建设点,1033
软件工程学院,2020-02-19,上海控安入选2020年第1批上海市高新技术成果转化项目,950
软件工程学院,2020-02-02,防疫特殊时期，这7句话需谨记！,1223
软件工程学院,2020-03-31,初心落行动，使命担肩上丨软件工程学院师生党支部召开主题党日活动,289
软件工程学院,2020-03-18,软件工程学院部门工会为学院教职工发放“防疫大礼包”,1478
软件工程学院,2020-03-18,治愈时刻丨谢谢这群可爱的人们，曾带来的温暖,1415
软件工程学院,2020-03-14,停课不停学——软件工程学院积极筹备线上教学工作,593
软件工程学院,2020-03-09,相聚“云端”第一天，软院学子有话说,1377
软件工程学院,2020-03-08,软院巾帼：疫情之下，用初心来“护国”“护校”,1062
